artist,genre,city,country,venue_type,capacity,month,event_day,days_until_event,marketing_budget,ticket_price,artist_popularity,previous_attendance_rate,pre_sale_interest,artist_market_score,is_weekend,marketing_per_capacity,price_per_capacity,popularity_marketing,occupancy_pct,tickets_sold,demand_class
Imagine Dragons,rock,Madrid,España,club,532,1,Monday,150,12881,4273,94,0.7,207,0.9,0,24.21240602,8.031954887,1210814,0.25,133,baja
Grupo Firme,banda,Los Angeles,Estados Unidos,theater,3305,12,Thursday,30,64614,3430,90,0.78,1548,0.95,0,19.55037821,1.037821483,5815260,0.59,1950,media
aespa,kpop,CDMX,Mexico,stadium,69361,7,Thursday,9,1194494,4373,90,0.7,29308,1,0,17.22140684,0.063046957,107504460,0.8,55489,alta
The Weeknd,pop,Seul,Desconocido,club,1679,11,Friday,16,46465,3057,96,0.9,776,0.8,1,27.67421084,1.820726623,4460640,0.57,957,media
Imagine Dragons,rock,Guadalajara,Mexico,arena,18547,7,Thursday,171,389504,3255,94,0.7,11620,0.92,0,21.00091659,0.175500081,36613376,0.75,13910,media
Natanael Cano,corridos,Leon,Mexico,stadium,43116,12,Sunday,134,1237435,3960,87,0.7,19798,0.78,0,28.70013452,0.091845255,107656845,0.71,30612,media
Kendrick Lamar,rap,Leon,Mexico,arena,17096,2,Saturday,20,409920,3154,95,0.7,7656,0.78,1,23.97753861,0.184487599,38942400,0.66,11283,media
BTS,kpop,Madrid,España,stadium,56459,10,Friday,47,916296,2724,99,0.95,33167,0.9,1,16.22940541,0.048247401,90713304,0.81,45732,alta
Los Tigres del Norte,norteno,Queretaro,Mexico,festival,52654,8,Wednesday,107,643226,3082,92,0.74,25609,0.82,0,12.21608995,0.058533065,59176792,0.67,35278,media
aespa,kpop,Guadalajara,Mexico,stadium,72019,12,Friday,77,1968656,2815,90,0.7,36026,0.92,1,27.33523098,0.039086908,177179040,0.88,63377,alta
Kendrick Lamar,rap,Seul,Desconocido,arena,19363,3,Sunday,91,544214,2322,95,0.7,7499,0.8,0,28.10587202,0.119919434,51700330,0.6,11618,media
Calvin Harris,electronica,Monterrey,Mexico,festival,67448,4,Saturday,27,1406213,3971,94,0.7,34511,0.92,1,20.84884652,0.058874985,132184022,0.87,58680,alta
Dua Lipa,pop,Los Angeles,Estados Unidos,club,2721,2,Wednesday,151,62282,4112,93,0.7,1396,0.95,0,22.8893789,1.511209114,5792226,0.37,1007,baja
Post Malone,rap,Guadalajara,Mexico,club,1626,5,Wednesday,135,37511,2401,92,0.7,893,0.92,0,23.06949569,1.476629766,3451012,0.43,699,baja
David Guetta,electronica,Queretaro,Mexico,festival,79431,9,Sunday,13,927990,3559,93,0.82,46481,0.82,0,11.68297013,0.044806184,86303070,0.9,71488,alta
Grupo Firme,banda,Los Angeles,Estados Unidos,theater,8160,5,Tuesday,105,125361,2315,90,0.78,3648,0.95,0,15.36286765,0.28370098,11282490,0.26,2122,baja
Bad Bunny,reggaeton,Bogota,Colombia,club,1538,7,Thursday,134,21458,2186,95,0.7,737,0.88,0,13.95188557,1.421326398,2038510,0.36,554,baja
Fuerza Regida,regional_mexicano,Madrid,España,club,2243,7,Wednesday,156,51403,3921,88,0.7,1159,0.9,0,22.91707535,1.748105216,4523464,0.44,987,baja
Clairo,indie,CDMX,Mexico,stadium,78247,9,Monday,95,826785,1248,80,0.7,38403,1,0,10.56634759,0.015949493,66142800,0.88,68857,alta
Dua Lipa,pop,Seul,Desconocido,stadium,53346,3,Wednesday,111,999324,21860,93,0.7,28767,0.8,0,18.73287594,0.409777678,92937132,0.94,50145,alta
Los Tigres del Norte,norteno,Monterrey,Mexico,arena,14635,6,Sunday,17,250376,24141,92,0.74,8675,0.92,0,17.1080287,1.649538777,23034592,0.7,10244,media
Clairo,indie,Los Angeles,Estados Unidos,theater,5608,2,Thursday,164,156898,21516,80,0.7,2158,0.95,0,27.9775321,3.836661912,12551840,0.3,1682,baja
Martin Garrix,electronica,Monterrey,Mexico,club,1410,6,Monday,16,21050,2850,92,0.7,570,0.92,0,14.92907801,2.021276596,1936600,0.27,381,baja
The Weeknd,pop,CDMX,Mexico,theater,8000,3,Friday,154,215774,31574,96,0.9,6491,1,1,26.97175,3.94675,20714304,0.7,5600,media
Post Malone,rap,Monterrey,Mexico,theater,5025,5,Saturday,2,142908,4164,92,0.7,1971,0.92,1,28.43940299,0.828656716,13147536,0.57,2864,media
Taylor Swift,pop,Queretaro,Mexico,club,2006,7,Tuesday,20,51265,4051,98,0.7,1031,0.82,0,25.5558325,2.019441675,5023970,0.43,863,baja
Coldplay,rock,Los Angeles,Estados Unidos,theater,7231,12,Wednesday,176,164894,4080,96,0.7,4954,0.95,0,22.80376158,0.564237312,15829824,0.77,5568,media
Ed Sheeran,pop,Guadalajara,Mexico,stadium,47962,1,Wednesday,41,999125,3737,94,0.7,26391,0.92,0,20.83159585,0.07791585,93917750,0.89,42686,alta
Siddhartha,indie,Seul,Desconocido,theater,4953,12,Monday,139,123709,1359,85,0.7,1944,0.8,0,24.97657985,0.274379164,10515265,0.37,1833,baja
Adele,pop,Queretaro,Mexico,stadium,56658,6,Monday,152,705950,4126,95,0.7,29026,0.82,0,12.4598468,0.072822902,67065250,0.91,51559,alta
Natanael Cano,corridos,CDMX,Mexico,stadium,77503,2,Sunday,140,2224209,25303,87,0.7,40413,1,0,28.69836006,0.326477685,193506183,0.87,67428,alta
Bad Bunny,reggaeton,Los Angeles,Estados Unidos,club,674,2,Thursday,147,16936,24910,95,0.7,381,0.95,0,25.12759644,36.95845697,1608920,0.41,276,baja
The Weeknd,pop,Madrid,España,festival,69971,12,Wednesday,86,807354,38023,96,0.9,58417,0.9,0,11.53840877,0.543410842,77505984,0.96,67172,alta
Travis Scott,rap,Seul,Desconocido,stadium,56944,6,Wednesday,177,1034790,4225,93,0.7,24429,0.8,0,18.17206378,0.074195701,96235470,0.64,36444,media
Imagine Dragons,rock,Madrid,España,arena,18754,10,Monday,170,339110,4643,94,0.7,12023,0.9,0,18.08200917,0.247573851,31876340,0.77,14441,media
Post Malone,rap,Queretaro,Mexico,festival,47952,12,Thursday,105,1242437,1867,92,0.7,26776,0.82,0,25.91001418,0.038934768,114304204,0.95,45554,alta
Dua Lipa,pop,Leon,Mexico,stadium,63352,9,Sunday,176,1559621,2628,93,0.7,23744,0.78,0,24.61833881,0.04148251,145044753,0.83,52582,alta
Peso Pluma,regional_mexicano,Seul,Desconocido,theater,8607,2,Wednesday,137,90934,2930,93,0.58,2530,0.8,0,10.56512141,0.340420588,8456862,0.27,2324,baja
Banda MS,banda,Bogota,Colombia,stadium,65240,9,Saturday,89,673813,1499,89,0.7,24871,0.88,1,10.32821888,0.022976701,59969357,0.81,52844,alta
Karol G,reggaeton,Madrid,España,club,2401,9,Saturday,128,28081,4145,94,0.7,936,0.9,1,11.69554352,1.726364015,2639614,0.26,624,baja
Drake,rap,Madrid,España,stadium,61376,7,Tuesday,123,1207463,3036,94,0.86,30923,0.9,0,19.67321103,0.049465589,113501522,0.81,49715,alta
Stray Kids,kpop,Seul,Desconocido,club,725,10,Monday,65,10217,4439,91,0.7,354,0.8,0,14.09241379,6.122758621,929747,0.45,326,baja
Calvin Harris,electronica,Los Angeles,Estados Unidos,arena,18318,3,Tuesday,27,404547,2237,94,0.7,7810,0.95,0,22.08467082,0.122120319,38027418,0.58,10624,media
Girl Ultra,indie,Bogota,Colombia,stadium,46978,12,Tuesday,132,870767,3173,78,0.7,17912,0.88,0,18.5356337,0.067542254,67919826,0.35,16442,baja
Karol G,reggaeton,CDMX,Mexico,club,521,10,Wednesday,83,5580,37117,94,0.7,353,1,0,10.71017274,71.24184261,524520,0.5,260,baja
Drake,rap,Los Angeles,Estados Unidos,theater,4299,5,Thursday,63,91176,39236,94,0.86,2181,0.95,0,21.20865318,9.126773668,8570544,0.57,2450,media
Martin Garrix,electronica,Leon,Mexico,festival,90013,10,Saturday,139,2397575,3843,92,0.7,45962,0.78,1,26.63587482,0.042693833,220576900,0.94,84612,alta
Peso Pluma,regional_mexicano,Guadalajara,Mexico,theater,9397,7,Tuesday,35,209350,3919,93,0.58,3623,0.92,0,22.27838672,0.417047994,19469550,0.33,3101,baja
Travis Scott,rap,Bogota,Colombia,festival,74815,11,Monday,87,827368,4527,93,0.7,30138,0.88,0,11.05885183,0.060509256,76945224,0.81,60600,alta
Post Malone,rap,CDMX,Mexico,theater,4795,5,Saturday,8,110167,3518,92,0.7,2975,1,1,22.97539103,0.733680918,10135364,0.71,3404,media
David Guetta,electronica,Los Angeles,Estados Unidos,stadium,57635,9,Friday,84,892357,4363,93,0.82,38958,0.95,1,15.48290102,0.075700529,82989201,0.9,51872,alta
Travis Scott,rap,CDMX,Mexico,arena,16722,3,Sunday,36,241255,3539,93,0.7,11374,1,0,14.42740103,0.211637364,22436715,0.75,12542,media
Travis Scott,rap,Seul,Desconocido,theater,6593,8,Friday,35,79028,4372,93,0.7,3368,0.8,1,11.98665251,0.66312756,7349604,0.47,3099,baja
The Weeknd,pop,Queretaro,Mexico,festival,74551,1,Sunday,118,971264,3720,96,0.9,53429,0.82,0,13.02818205,0.049898727,93241344,0.93,69332,alta
Natanael Cano,corridos,Leon,Mexico,festival,59112,7,Saturday,116,1630054,3258,87,0.7,21815,0.78,1,27.57568683,0.055115713,141814698,0.62,36649,media
BLACKPINK,kpop,Madrid,España,theater,3050,12,Tuesday,98,74981,2974,98,0.7,1374,0.9,0,24.58393443,0.975081967,7348138,0.6,1830,media
Cuco,indie,Seul,Desconocido,theater,9738,5,Saturday,164,248154,4036,82,0.7,4417,0.8,1,25.48305607,0.414458821,20348628,0.48,4674,baja
Grupo Firme,banda,Madrid,España,festival,43563,12,Monday,126,1024463,4205,90,0.78,27883,0.9,0,23.51681473,0.096526869,92201670,0.94,40949,alta
Banda MS,banda,CDMX,Mexico,festival,34750,8,Friday,140,920541,4154,89,0.7,23722,1,1,26.49038849,0.119539568,81928149,0.78,27105,media
Ed Sheeran,pop,Leon,Mexico,arena,22861,2,Tuesday,114,441110,1511,94,0.7,9805,0.78,0,19.29530642,0.066095096,41464340,0.65,14860,media
Adele,pop,CDMX,Mexico,stadium,73932,8,Wednesday,152,1721381,2012,95,0.7,40188,1,0,23.28330087,0.027214197,163531195,0.86,63582,alta
Peso Pluma,regional_mexicano,Madrid,España,arena,15321,11,Wednesday,157,169464,2819,93,0.58,7433,0.9,0,11.06089681,0.183995823,15760152,0.48,7354,baja
Post Malone,rap,Leon,Mexico,theater,9109,2,Tuesday,122,235203,1441,92,0.7,3676,0.78,0,25.82094632,0.158195192,21638676,0.35,3188,baja
Ariana Grande,pop,Madrid,España,club,1015,10,Tuesday,126,19820,1573,95,0.88,816,0.9,0,19.5270936,1.549753695,1882900,0.76,771,media
Los Tigres del Norte,norteno,Guadalajara,Mexico,theater,4751,11,Sunday,146,127680,2672,92,0.74,3084,0.92,0,26.87434224,0.562407914,11746560,0.51,2423,baja
BTS,kpop,Seul,Desconocido,club,2238,2,Sunday,14,44999,3387,99,0.95,1420,0.8,0,20.10679178,1.513404826,4454901,0.87,1947,alta
Martin Garrix,electronica,Bogota,Colombia,arena,24711,10,Sunday,127,636829,2480,92,0.7,13835,0.88,0,25.77107361,0.100360163,58588268,0.73,18039,media
NewJeans,kpop,CDMX,Mexico,festival,36756,12,Tuesday,140,628473,1745,93,0.7,23678,1,0,17.09851453,0.047475242,58447989,0.93,34183,alta
Bad Bunny,reggaeton,Seul,Desconocido,festival,29417,4,Friday,91,742701,3353,95,0.7,10899,0.8,1,25.24733997,0.113981711,70556595,0.58,17062,media
Stray Kids,kpop,Monterrey,Mexico,festival,65179,3,Wednesday,124,872989,3730,91,0.7,40342,0.92,0,13.39371577,0.057227021,79441999,0.95,61920,alta
Imagine Dragons,rock,Bogota,Colombia,stadium,74680,1,Saturday,159,1288854,1802,94,0.7,37940,0.88,1,17.25835565,0.02412962,121152276,0.88,65718,alta
Siddhartha,indie,Seul,Desconocido,theater,6251,11,Wednesday,38,119764,4219,85,0.7,3041,0.8,0,19.15917453,0.674932011,10179940,0.5,3126,baja
Calvin Harris,electronica,Queretaro,Mexico,club,1028,5,Thursday,25,28437,4084,94,0.7,440,0.82,0,27.66245136,3.972762646,2673078,0.35,360,baja
Stray Kids,kpop,Queretaro,Mexico,theater,4379,5,Friday,74,90483,3215,91,0.7,2409,0.82,1,20.66293674,0.734185887,8233953,0.52,2277,baja
David Guetta,electronica,Queretaro,Mexico,arena,19891,7,Saturday,145,478155,2116,93,0.82,10263,0.82,1,24.03876125,0.10637977,44468415,0.65,12929,media
The Weeknd,pop,Queretaro,Mexico,stadium,70800,7,Saturday,27,1721611,3251,96,0.9,32849,0.82,1,24.31653955,0.045918079,165274656,0.79,55932,alta
TWICE,kpop,Madrid,España,theater,9805,4,Friday,52,240192,35454,92,0.84,7211,0.9,1,24.49688934,3.61591025,22097664,0.76,7452,media
Ed Sheeran,pop,Guadalajara,Mexico,club,2324,3,Wednesday,135,31300,2140,94,0.7,972,0.92,0,13.46815835,0.920826162,2942200,0.28,651,baja
Stray Kids,kpop,Guadalajara,Mexico,arena,22010,6,Sunday,167,519884,2412,91,0.7,10238,0.92,0,23.62035438,0.109586552,47309444,0.63,13866,media
BLACKPINK,kpop,Monterrey,Mexico,stadium,37548,9,Saturday,22,996460,4373,98,0.7,25534,0.92,1,26.53829765,0.116464259,97653080,0.96,36046,alta
NewJeans,kpop,Seul,Desconocido,club,1985,5,Sunday,105,51503,2774,93,0.7,1114,0.8,0,25.94609572,1.397481108,4789779,0.54,1072,baja
Banda MS,banda,Monterrey,Mexico,club,1229,2,Monday,79,17803,2342,89,0.7,640,0.92,0,14.48576078,1.905614321,1584467,0.42,516,baja
Drake,rap,Guadalajara,Mexico,festival,39379,1,Wednesday,79,804488,3500,94,0.86,27364,0.92,0,20.42936591,0.08887986,75621872,0.9,35441,alta
Stray Kids,kpop,Los Angeles,Estados Unidos,festival,93082,10,Tuesday,154,2688546,3799,91,0.7,47981,0.95,0,28.88362949,0.040813476,244657686,0.87,80981,alta
BTS,kpop,Bogota,Colombia,theater,8295,5,Monday,4,203368,2051,99,0.95,5368,0.88,0,24.51693791,0.247257384,20133432,0.84,6968,alta
Bad Bunny,reggaeton,Madrid,España,stadium,31085,10,Sunday,17,910146,3512,95,0.7,14844,0.9,0,29.27926653,0.112980537,86463870,0.85,26422,alta
Coldplay,rock,Madrid,España,festival,38749,2,Tuesday,173,418170,39646,96,0.7,22325,0.9,0,10.79176237,1.023148984,40144320,0.71,27512,media
NewJeans,kpop,Los Angeles,Estados Unidos,club,939,3,Sunday,116,9409,2095,93,0.7,574,0.95,0,10.02023429,2.231096912,875037,0.48,451,baja
Imagine Dragons,rock,Queretaro,Mexico,stadium,51565,10,Sunday,56,1546273,4552,94,0.7,27995,0.82,0,29.98687094,0.088276932,145349662,0.93,47955,alta
Drake,rap,CDMX,Mexico,club,1389,8,Saturday,154,31920,28360,94,0.86,1129,1,1,22.98056156,20.41756659,3000480,0.73,1014,media
Coldplay,rock,Monterrey,Mexico,festival,72891,1,Thursday,41,1713301,4546,96,0.7,31141,0.92,0,23.50497318,0.062367096,164476896,0.81,59042,alta
Grupo Firme,banda,Guadalajara,Mexico,arena,16635,2,Thursday,53,372030,1900,90,0.78,9374,0.92,0,22.36429216,0.114217012,33482700,0.67,11145,media
Peso Pluma,regional_mexicano,Bogota,Colombia,festival,97445,3,Monday,76,2682358,2929,93,0.58,31263,0.88,0,27.52689209,0.030057981,249459294,0.8,77956,alta
BLACKPINK,kpop,Madrid,España,arena,10758,6,Thursday,30,269315,3308,98,0.7,5960,0.9,0,25.03392824,0.307492099,26392870,0.68,7315,media
TWICE,kpop,CDMX,Mexico,festival,80721,10,Friday,141,1573299,2887,92,0.84,52942,1,1,19.49057866,0.035765166,144743508,0.87,70227,alta
aespa,kpop,Madrid,España,club,930,1,Friday,89,20112,2836,90,0.7,553,0.9,1,21.62580645,3.049462366,1810080,0.52,484,baja
Post Malone,rap,Madrid,España,theater,5765,6,Tuesday,167,140447,2615,92,0.7,2700,0.9,0,24.36201214,0.453599306,12921124,0.36,2075,baja
Drake,rap,Leon,Mexico,arena,14821,6,Wednesday,119,196786,4040,94,0.86,6567,0.78,0,13.27751164,0.272586195,18497884,0.59,8744,media
Cuco,indie,Queretaro,Mexico,club,758,5,Saturday,160,9204,3494,82,0.7,255,0.82,1,12.14248021,4.609498681,754728,0.29,220,baja
David Guetta,electronica,Leon,Mexico,club,2675,6,Saturday,173,77890,3847,93,0.82,1580,0.78,1,29.11775701,1.438130841,7243770,0.48,1284,baja
Banda MS,banda,Los Angeles,Estados Unidos,theater,9645,7,Monday,168,244938,2984,89,0.7,5299,0.95,0,25.39533437,0.3093831,21799482,0.44,4244,baja
The Weeknd,pop,Los Angeles,Estados Unidos,theater,3558,11,Tuesday,161,64609,4385,96,0.9,2031,0.95,0,18.15879708,1.232433952,6202464,0.81,2882,alta
The Weeknd,pop,Los Angeles,Estados Unidos,club,1145,12,Tuesday,156,14031,3598,96,0.9,646,0.95,0,12.25414847,3.142358079,1346976,0.81,927,alta
Ariana Grande,pop,CDMX,Mexico,festival,20685,3,Wednesday,47,271876,3489,95,0.88,16695,1,0,13.14363065,0.168672951,25828220,0.92,19030,alta
Taylor Swift,pop,Guadalajara,Mexico,stadium,69647,6,Saturday,144,732451,4083,98,0.7,30010,0.92,1,10.51661952,0.058624205,71780198,0.8,55718,alta
David Guetta,electronica,Queretaro,Mexico,stadium,47364,12,Friday,135,1408285,1677,93,0.82,30206,0.82,1,29.73323621,0.035406638,130970505,0.94,44522,alta
aespa,kpop,Madrid,España,theater,7146,12,Friday,84,119552,2226,90,0.7,3921,0.9,1,16.72991884,0.311502939,10759680,0.46,3287,baja
Banda MS,banda,Monterrey,Mexico,club,2028,11,Thursday,178,57257,1485,89,0.7,798,0.92,0,28.23323471,0.732248521,5095873,0.27,548,baja
Taylor Swift,pop,CDMX,Mexico,club,1816,5,Wednesday,165,32176,3011,98,0.7,857,1,0,17.71806167,1.658039648,3153248,0.58,1053,media
Travis Scott,rap,Monterrey,Mexico,arena,21319,10,Sunday,46,464142,3712,93,0.7,13968,0.92,0,21.77128383,0.174116985,43165206,0.78,16629,media
Kendrick Lamar,rap,Leon,Mexico,festival,86161,6,Saturday,157,2388207,3650,95,0.7,36577,0.78,1,27.71795824,0.042362554,226879665,0.86,74098,alta
Imagine Dragons,rock,Queretaro,Mexico,stadium,48181,2,Wednesday,83,530201,1936,94,0.7,21234,0.82,0,11.00435856,0.040181814,49838894,0.64,30836,media
Travis Scott,rap,Guadalajara,Mexico,arena,17291,1,Friday,47,362753,2923,93,0.7,10519,0.92,1,20.97929559,0.169047481,33736029,0.74,12795,media
Arctic Monkeys,rock,Monterrey,Mexico,festival,26451,12,Sunday,149,599656,4401,92,0.7,16867,0.92,0,22.67044724,0.166383124,55168352,0.77,20367,media
BTS,kpop,Leon,Mexico,arena,17004,3,Wednesday,15,242478,3890,99,0.95,13643,0.78,0,14.26005646,0.228769701,24005322,0.97,16494,alta
Natanael Cano,corridos,Guadalajara,Mexico,festival,29603,1,Tuesday,113,790226,2318,87,0.7,16404,0.92,0,26.69411884,0.078302875,68749662,0.73,21610,media
Taylor Swift,pop,Bogota,Colombia,stadium,70408,3,Friday,125,1342199,1954,98,0.7,34824,0.88,1,19.06316044,0.027752528,131535502,0.86,60551,alta
Adele,pop,Madrid,España,club,1416,3,Monday,65,30511,2238,95,0.7,583,0.9,0,21.54731638,1.580508475,2898545,0.28,396,baja
Los Tigres del Norte,norteno,Monterrey,Mexico,club,2153,2,Saturday,174,40927,4090,92,0.74,1348,0.92,1,19.00928936,1.899674872,3765284,0.48,1033,baja
TWICE,kpop,Bogota,Colombia,theater,8072,10,Monday,170,117451,3481,92,0.84,4948,0.88,0,14.55042121,0.431243806,10805492,0.68,5489,media
Ed Sheeran,pop,Bogota,Colombia,stadium,44861,6,Tuesday,72,1317677,2841,94,0.7,21843,0.88,0,29.37243931,0.063328949,123861638,0.87,39029,alta
Dua Lipa,pop,Guadalajara,Mexico,stadium,67269,1,Friday,22,1156864,4550,93,0.7,42620,0.92,1,17.19757987,0.067638883,107588352,0.95,63906,alta
Taylor Swift,pop,Los Angeles,Estados Unidos,stadium,40078,8,Monday,30,1088334,4470,98,0.7,18284,0.95,0,27.15539698,0.111532512,106656732,0.81,32463,alta
Ed Sheeran,pop,Madrid,España,festival,80345,12,Tuesday,157,1358314,29151,94,0.7,41475,0.9,0,16.9060178,0.362822827,127681516,0.88,70704,alta
Stray Kids,kpop,Bogota,Colombia,club,1735,2,Monday,42,48980,3682,91,0.7,637,0.88,0,28.23054755,2.122190202,4457180,0.25,434,baja
Coldplay,rock,Madrid,España,festival,38714,12,Tuesday,60,924546,23473,96,0.7,20157,0.9,0,23.88143824,0.606318128,88756416,0.66,25551,media
The Weeknd,pop,Guadalajara,Mexico,theater,7361,2,Saturday,19,100488,23806,96,0.9,3951,0.92,1,13.65140606,3.234071458,9646848,0.8,5889,alta
Adele,pop,Madrid,España,club,2894,1,Friday,13,31461,2027,95,0.7,1218,0.9,1,10.87111265,0.700414651,2988795,0.29,839,baja
Banda MS,banda,Madrid,España,stadium,44574,9,Saturday,31,1041140,1633,89,0.7,17567,0.9,1,23.3575627,0.036635707,92661460,0.81,36105,alta
TWICE,kpop,Guadalajara,Mexico,club,1088,4,Thursday,65,23606,2837,92,0.84,729,0.92,0,21.69669118,2.607536765,2171752,0.7,762,media
Fuerza Regida,regional_mexicano,Queretaro,Mexico,festival,33850,5,Thursday,43,669053,2481,88,0.7,16854,0.82,0,19.76522895,0.073293944,58876664,0.72,24372,media
Siddhartha,indie,Leon,Mexico,festival,96017,11,Wednesday,110,1101475,4052,85,0.7,40663,0.78,0,11.47166648,0.04220086,93625375,0.9,86415,alta
Siddhartha,indie,Bogota,Colombia,stadium,56646,2,Wednesday,31,964009,2205,85,0.7,32121,0.88,0,17.01813014,0.038925961,81940765,0.77,43617,media
Imagine Dragons,rock,Madrid,España,theater,9367,6,Tuesday,49,94338,1487,94,0.7,4541,0.9,0,10.07131419,0.158748799,8867772,0.36,3372,baja
Martin Garrix,electronica,Los Angeles,Estados Unidos,stadium,53181,6,Saturday,8,600321,31053,92,0.7,25332,0.95,1,11.28826085,0.583911547,55229532,0.84,44672,alta
aespa,kpop,Madrid,España,arena,12651,6,Thursday,67,189457,1612,90,0.7,7466,0.9,0,14.9756541,0.127420757,17051130,0.75,9488,media
Adele,pop,Monterrey,Mexico,festival,39049,9,Thursday,155,1116360,1927,95,0.7,17932,0.92,0,28.58869625,0.049348255,106054200,0.61,23820,media
Adele,pop,Los Angeles,Estados Unidos,club,2439,2,Tuesday,78,29953,2010,95,0.7,1669,0.95,0,12.28085281,0.824108241,2845535,0.54,1317,baja
Los Tigres del Norte,norteno,Monterrey,Mexico,arena,16093,3,Monday,101,446917,2587,92,0.74,6607,0.92,0,27.77089418,0.160753122,41116364,0.56,9012,media
David Guetta,electronica,Madrid,España,arena,21912,7,Saturday,161,389584,1454,93,0.82,16339,0.9,1,17.77948156,0.066356334,36231312,0.77,16872,media
Fuerza Regida,regional_mexicano,Monterrey,Mexico,arena,24202,6,Tuesday,119,669323,3335,88,0.7,9182,0.92,0,27.65568961,0.137798529,58900424,0.26,6293,baja
Siddhartha,indie,Bogota,Colombia,stadium,66045,3,Thursday,72,1716555,2451,85,0.7,36345,0.88,0,25.99068817,0.037111061,145907175,0.95,62743,alta
Grupo Firme,banda,Monterrey,Mexico,arena,23549,1,Wednesday,121,363207,1717,90,0.78,13497,0.92,0,15.42345747,0.072911801,32688630,0.68,16013,media
NewJeans,kpop,CDMX,Mexico,arena,15616,1,Friday,94,455215,4276,93,0.7,11150,1,1,29.15055072,0.273821721,42334995,0.78,12180,media
Taylor Swift,pop,Seul,Desconocido,stadium,30344,3,Monday,101,865551,1548,98,0.7,11377,0.8,0,28.52461772,0.051015028,84823998,0.58,17600,media
Ariana Grande,pop,Leon,Mexico,arena,11813,2,Saturday,38,285865,4375,95,0.88,6927,0.78,1,24.19918734,0.370354694,27157175,0.89,10514,alta
Bad Bunny,reggaeton,Monterrey,Mexico,arena,21933,5,Saturday,92,597222,2670,95,0.7,14575,0.92,1,27.22938039,0.121734373,56736090,0.96,21056,alta
NewJeans,kpop,Seul,Desconocido,theater,8481,4,Monday,145,102617,2031,93,0.7,3911,0.8,0,12.09963448,0.239476477,9543381,0.41,3477,baja
Stray Kids,kpop,Monterrey,Mexico,arena,20089,4,Saturday,180,589819,2586,91,0.7,10987,0.92,1,29.36029668,0.128727164,53673529,0.7,14062,media
Cuco,indie,Queretaro,Mexico,festival,45818,12,Wednesday,30,1108716,2179,82,0.7,20770,0.82,0,24.19826269,0.047557728,90914712,0.71,32531,media
Girl Ultra,indie,Madrid,España,festival,57239,9,Tuesday,145,1505111,2872,78,0.7,24036,0.9,0,26.29520082,0.05017558,117398658,0.66,37778,media
Imagine Dragons,rock,Queretaro,Mexico,festival,87401,6,Sunday,153,2189216,37711,94,0.7,43970,0.82,0,25.0479514,0.431471036,205786304,0.9,78661,alta
Cuco,indie,Leon,Mexico,festival,95217,3,Friday,157,1316645,3929,82,0.7,38919,0.78,1,13.82783537,0.04126364,107964890,0.69,65700,media
Ed Sheeran,pop,CDMX,Mexico,stadium,64430,6,Sunday,148,1256466,4271,94,0.7,44749,1,0,19.50125718,0.066288996,118107804,0.95,61208,alta
Peso Pluma,regional_mexicano,Monterrey,Mexico,festival,77433,10,Tuesday,136,781085,3019,93,0.58,25763,0.92,0,10.08723671,0.038988545,72640905,0.57,44137,media
Dua Lipa,pop,Monterrey,Mexico,theater,3560,10,Tuesday,93,64831,3466,93,0.7,1655,0.92,0,18.21095506,0.973595506,6029283,0.33,1175,baja
Ariana Grande,pop,Guadalajara,Mexico,theater,4126,5,Saturday,127,60299,1862,95,0.88,3420,0.92,1,14.61439651,0.451284537,5728405,0.96,3961,alta
Banda MS,banda,Guadalajara,Mexico,festival,86523,12,Tuesday,81,1910179,2874,89,0.7,52102,0.92,0,22.077124,0.033216601,170005931,0.95,82197,alta
BLACKPINK,kpop,Leon,Mexico,theater,5333,12,Saturday,52,75344,2343,98,0.7,2440,0.78,1,14.12788299,0.439339959,7383712,0.39,2080,baja
Adele,pop,CDMX,Mexico,club,2955,8,Wednesday,156,83969,4284,95,0.7,1826,1,0,28.41590525,1.449746193,7977055,0.7,2068,media
TWICE,kpop,Leon,Mexico,arena,21525,9,Thursday,132,606059,2910,92,0.84,10053,0.78,0,28.1560511,0.135191638,55757428,0.62,13346,media
Girl Ultra,indie,CDMX,Mexico,stadium,67317,2,Friday,175,791488,2275,78,0.7,27002,1,1,11.75762437,0.033795327,61736064,0.6,40390,media
Ed Sheeran,pop,Seul,Desconocido,stadium,63655,11,Monday,42,641159,4555,94,0.7,28772,0.8,0,10.07240594,0.071557615,60268946,0.87,55380,alta
Ed Sheeran,pop,Monterrey,Mexico,arena,11393,11,Wednesday,50,217863,2630,94,0.7,5580,0.92,0,19.12253138,0.2308435,20479122,0.64,7292,media
Karol G,reggaeton,Bogota,Colombia,club,1716,11,Monday,66,26882,2605,94,0.7,907,0.88,0,15.66550117,1.518065268,2526908,0.43,738,baja
The Weeknd,pop,Bogota,Colombia,arena,15334,2,Monday,35,237540,4536,96,0.9,7986,0.88,0,15.49106561,0.295813226,22803840,0.8,12267,alta
Stray Kids,kpop,Madrid,España,theater,7746,6,Sunday,165,148718,4111,91,0.7,4834,0.9,0,19.19932869,0.530725536,13533338,0.54,4183,baja
Natanael Cano,corridos,Madrid,España,club,2927,6,Thursday,48,61761,4015,87,0.7,1755,0.9,0,21.10044414,1.37171165,5373207,0.55,1610,baja
